FirstName,LastName,DOB,Phone,Email,Address,City,State,Zip,Occupation,Preference,Phase,Approved?,Update
Jacqueline,Hall,1977-10-20,114-455-2152,wilsonrebecca@moody-sherman.org,7926 Castaneda Curve Apt. 437,Schroederbury,CA,94096,Software engineer,cat,fostering,True,2003-02-18
Mary,Perkins,1979-10-23,700-347-6086,sandra83@yahoo.com,76544 Gina Drive Suite 818,Johnsonberg,CA,91049,"Solicitor, Scotland",cat,fostering,False,2002-07-13
Bryan,Castro,1977-01-26,759-737-1552,christensencrystal@diaz.com,09552 Thomas Station Apt. 525,East Tylerchester,OR,93202,"Programme researcher, broadcasting/film/video",dog,adopting,True,2003-05-17
Lisa,Flores,1991-08-05,778-351-2848,gonzalezjoshua@harris.biz,0620 Glenn Street,Amandamouth,OR,92728,Chiropractor,dog,adopting,True,2000-03-13
Kimberly,Preston,2000-12-27,616-562-3751,dmartinez@petersen-smith.info,533 Micheal Terrace Apt. 222,Lopezmouth,WA,95149,Hydrogeologist,dog,adopting,True,2002-10-26
Misty,Campbell,1986-01-28,035-560-7602,rileystacey@yahoo.com,951 Cooper Mission Suite 038,Perezfurt,WA,92649,Photographer,cat,adopting,False,2003-09-13
Carmen,Ferguson,2003-08-16,643-820-1875,austin08@gmail.com,9659 Mcdowell Crest Suite 983,Herrerahaven,OR,94366,Insurance underwriter,cat,adopting,False,2003-01-13
Tracy,Ball,1981-04-25,359-976-5975,howard66@hamilton.com,190 Cole Track,New Charles,CA,98079,"Education officer, environmental",dog,fostering,True,2000-05-01
Monica,Robles,1980-01-18,803-648-1668,emoore@gmail.com,891 Hoffman Underpass,Griffintown,OR,92416,Chief Financial Officer,cat,adopting,True,2000-06-27
Christopher,Grant,1991-07-15,191-312-4324,amberreed@lopez.net,94631 Fritz Row Suite 879,West George,OR,97628,Information systems manager,cat,adopting,False,2002-04-13
Dale,Henderson,2001-01-22,689-729-5118,smithvanessa@young.com,149 Ramsey Course,Jimenezmouth,WA,94157,Data scientist,dog,fostering,True,2003-04-02
Caroline,Gomez,1983-06-07,264-145-3924,youngbrandon@hotmail.com,795 Gabriel Inlet Apt. 622,Davidfurt,WA,97296,Farm manager,cat,adopting,False,2000-05-11
Jennifer,Marquez,1972-11-28,372-891-0333,duncanshelly@williams.com,29621 Kim Ways Suite 607,Davenportchester,OR,95488,Research scientist (maths),cat,fostering,True,2002-12-19
Dakota,Becker,1987-05-01,794-322-3438,nataliecobb@james.info,85666 Michael Ferry Apt. 046,Virginiaberg,CA,94964,Nutritional therapist,dog,adopting,True,2002-04-14
Christopher,Schultz,1990-12-11,505-643-4657,marshallamanda@yahoo.com,3942 Amber Ville,Sheltonborough,CA,91213,"Producer, radio",dog,adopting,False,2002-07-30
Courtney,Aguilar,1993-05-12,799-812-4688,yconner@conrad.com,1450 Alexander Ford,Sandraberg,WA,90249,Youth worker,cat,fostering,False,2001-07-06
Erica,Pitts,1990-08-24,773-046-0880,campbellshannon@gray.com,52907 Allen Street Suite 032,West Lori,WA,96394,"Designer, jewellery",dog,fostering,True,2001-10-31
Tony,Gallegos,1996-09-19,079-408-5234,cookshannon@gmail.com,237 Hughes Rapids Apt. 462,East Anneville,WA,91650,Insurance account manager,dog,adopting,False,2001-07-06
Dennis,Keller,1979-10-30,266-657-7921,yjones@thomas.info,7629 Jessica Point Apt. 175,Lake Jesse,CA,90332,Best boy,dog,adopting,False,2003-02-15
Shari,David,1991-01-08,548-957-8270,martinezdawn@gmail.com,078 Hamilton Locks,Marktown,WA,97104,Chartered legal executive (England and Wales),dog,adopting,True,2000-11-28
Maria,Tran,1983-02-04,316-537-7271,jnelson@roberts.com,83929 Dennis Ford,Wrighthaven,OR,97756,Civil Service administrator,cat,fostering,False,2001-02-04
Chris,Reid,1981-10-16,420-197-9429,rowlandrobert@johnson.com,1386 Ann Harbor,North Shannonfort,CA,97905,Biomedical engineer,dog,fostering,True,2001-06-15
Teresa,Rodriguez,1995-01-16,824-782-4121,murrayjose@williams-clay.com,36851 Wilson Prairie,Port Terri,CA,93344,Osteopath,cat,adopting,False,2000-06-12
James,Dominguez,1978-10-25,930-142-9199,wgray@bradford-wagner.com,59333 Todd Creek,Christinafort,CA,97713,"Research officer, government",dog,fostering,True,2003-05-23
Kayla,Jones,1984-02-29,835-693-7632,robyn69@yahoo.com,9966 Stephen Lodge,Port Jesseland,WA,91660,Financial planner,cat,adopting,False,2002-01-22
Austin,Johnson,1999-05-12,265-743-3433,trobinson@gmail.com,2294 Victoria Plaza Apt. 003,New Calebtown,OR,95444,Print production planner,dog,fostering,True,2003-01-03
Nicholas,Lopez,1970-05-13,464-486-1266,parsonsdonald@yahoo.com,666 Zachary Plains Suite 267,Davidberg,WA,90338,Commissioning editor,dog,adopting,False,2000-05-06
Kendra,Duke,1986-11-08,658-181-5443,cheryldickson@marquez.com,579 Scott Ford,Timberg,WA,91948,Event organiser,dog,adopting,False,2000-03-22
Marc,Sweeney,1987-02-04,143-585-2150,bethanydean@hotmail.com,13004 Smith Station Apt. 565,Micheleburgh,CA,95436,Geoscientist,dog,fostering,False,2001-01-09
Jacob,Archer,1998-05-05,679-742-6989,michaelthompson@gmail.com,0670 Christopher Ville Apt. 113,North Kendraland,CA,96559,Health promotion specialist,cat,fostering,True,2001-04-26
Barbara,Swanson,1974-07-31,541-235-9834,peterjohnson@gmail.com,29238 Sanchez Street,Williammouth,CA,94003,Applications developer,cat,adopting,False,2000-12-14
Henry,Wilson,2000-09-22,511-269-7715,brandon13@yahoo.com,7376 Robert Harbors Apt. 489,New Audreychester,WA,92963,Data processing manager,cat,fostering,False,2003-02-13
Paul,Hawkins,1991-02-01,848-061-2957,jessicaortiz@gmail.com,25655 Collin Valleys Suite 456,Port Michelle,OR,91792,Barrister,dog,adopting,True,2000-06-22
Brendan,Espinoza,1982-12-14,537-695-3780,conwayaaron@gmail.com,77862 Thomas Shoal,New Brandyshire,OR,93180,Exhibition designer,dog,adopting,True,2003-12-02
Laurie,Moore,1978-04-22,101-345-2656,herreradeborah@gmail.com,9929 Brown Mill,Sarahside,OR,97010,Retail banker,dog,fostering,False,2000-06-20
Denise,Sherman,1984-11-07,693-259-2368,williamsjennifer@gmail.com,480 Malone Stream Suite 581,South Paulton,OR,92209,"Engineer, civil (consulting)",dog,adopting,False,2000-01-23
Victor,Proctor,1998-09-04,035-070-2156,angelaparker@yahoo.com,43807 Williams Mountains Apt. 989,North Anthony,OR,98144,Holiday representative,cat,fostering,True,2002-01-06
Suzanne,Harrison,1998-03-08,223-140-2801,ubarnett@gmail.com,7439 Tasha Centers,West Loriside,WA,90407,IT sales professional,dog,fostering,False,2001-11-19
Paula,Gray,1981-03-20,512-822-9835,walterlaura@gmail.com,82138 Baldwin Coves,West Kelly,CA,90294,"Horticulturist, commercial",dog,fostering,False,2001-04-03
Mary,Munoz,1980-02-01,563-144-9457,millerdennis@ellis-smith.org,00443 Rivera Street Suite 402,Whitefort,WA,92169,Fine artist,dog,adopting,False,2003-12-02
Joshua,Sparks,1985-05-19,725-594-0561,holson@wyatt-taylor.com,4832 Holloway Lane,Port Alyssaville,OR,92264,Local government officer,cat,adopting,False,2003-06-15
Anna,Burnett,1980-12-20,971-114-0330,pblack@gmail.com,2875 Villegas Highway Suite 192,Williamsborough,CA,95190,Television floor manager,dog,fostering,True,2000-06-18
Melissa,Henderson,1972-05-19,307-893-2758,vjones@farmer-espinoza.net,9337 Veronica Coves Suite 465,Gallowayberg,OR,97448,Firefighter,cat,adopting,False,2000-10-31
Jennifer,Grimes,1976-01-03,454-153-3692,zacharysolis@martin.net,40024 Brian Canyon,Jessicaport,CA,96462,Quarry manager,dog,fostering,True,2003-11-14
Lucas,Allen,1972-04-08,977-836-3534,bbradford@johnson-mills.com,616 Nunez Bridge Suite 270,Port Jenniferview,CA,93148,"Designer, fashion/clothing",cat,fostering,False,2002-01-07
Vincent,Lopez,1996-09-28,355-292-2440,bradleycortez@morales.com,773 Parker Pike,Turnerport,WA,95903,Physiotherapist,dog,fostering,False,2002-05-20
Edward,Arnold,1979-07-20,559-497-4187,ellisjeffrey@deleon.biz,015 Murphy Burg,North Brandi,OR,98061,"Engineer, communications",cat,adopting,True,2003-03-24
Zoe,Ferguson,2001-02-03,990-646-3357,kbailey@hotmail.com,5445 Hughes Circles,Port Samuelstad,OR,90940,"Surveyor, mining",cat,adopting,False,2003-09-06
Ryan,Hamilton,1982-07-13,373-311-2812,jamesnguyen@martinez-kline.info,56672 Stevens Pike Apt. 614,West Lauramouth,CA,95888,"Geologist, engineering",cat,fostering,False,2000-04-02
Jacob,Solis,1973-01-24,076-427-2649,neil85@fernandez.com,506 Duane Mills Apt. 643,West Jesse,OR,91450,Insurance underwriter,dog,adopting,False,2003-04-27
Amanda,Allen,1985-12-02,871-256-9659,sarahcampbell@thornton.com,7724 Tiffany Spurs,Port Melissa,OR,95639,Stage manager,cat,fostering,False,2001-10-02
Patrick,Foster,2001-11-09,524-953-6079,kyleherman@gmail.com,034 Moss Center,Breannaview,OR,96134,Chartered legal executive (England and Wales),dog,adopting,True,2002-01-04
Kenneth,Rich,1990-03-31,586-510-7358,moorepamela@yahoo.com,48163 John Court,Parrishside,CA,95328,Camera operator,cat,adopting,True,2003-08-19
Christopher,Carson,1980-09-01,023-448-0968,frank57@yahoo.com,7571 Torres Hills,Martinstad,CA,90211,"Production assistant, television",cat,adopting,False,2003-11-03
Paula,Anderson,1986-06-15,697-071-5975,navarromichael@moreno.com,34432 Johnathan Bridge Suite 324,Mitchellbury,OR,98454,Tourist information centre manager,dog,adopting,True,2000-12-01
Laura,Shepherd,1999-05-28,088-353-1263,carlsonkatherine@robinson-hood.com,8065 Joseph Drive Suite 897,New Karenland,CA,91331,Midwife,cat,fostering,False,2000-07-27
Tracy,Davis,2002-08-19,703-900-8241,ljohnson@hester.com,15643 Hines Valleys,New Jennifer,OR,97305,Commercial art gallery manager,dog,adopting,False,2002-04-24
Nicole,Lam,1984-03-30,800-511-8519,ustokes@snyder.com,299 Savage Ports Suite 543,West Stephaniemouth,OR,93805,Banker,cat,fostering,True,2000-02-21
Elizabeth,Morris,1972-02-11,937-531-7570,christina65@rodriguez-ramirez.com,5377 Smith Dam,Jennyhaven,CA,94025,Recruitment consultant,cat,adopting,True,2002-06-17
Tyler,Thompson,1977-05-01,772-185-7695,hernandezwilliam@yahoo.com,92802 Stephanie Rue,Grayfurt,CA,93854,Hydrologist,dog,adopting,False,2003-03-19
Virginia,Harris,1986-12-02,921-744-7516,pvasquez@yahoo.com,928 James Spur Suite 953,Tarashire,OR,98437,Communications engineer,cat,adopting,True,2000-08-12
Joshua,Townsend,2002-04-25,620-697-8021,mindy20@hotmail.com,5547 Robert Tunnel Apt. 086,East Suzanne,WA,93601,Clinical psychologist,cat,adopting,False,2003-10-30
Christopher,Andrews,1985-02-15,642-013-8375,wilsonkimberly@gmail.com,718 Wright Alley Suite 845,Michellestad,OR,97110,Environmental manager,dog,fostering,True,2003-02-15
Amy,Vega,1977-04-22,096-103-1480,jjoseph@chan.com,7563 French Ports Suite 466,East Trevorburgh,OR,91673,Energy manager,cat,fostering,False,2000-07-15
Ashley,Contreras,1986-06-09,375-411-8358,weaverbrian@diaz-snyder.com,1631 Ramirez Glen,Elizabethberg,OR,97932,"Designer, jewellery",cat,adopting,True,2001-10-27
Mark,Scott,1984-05-27,391-698-0641,amanda67@hotmail.com,8164 Kelly Oval,South Tammy,OR,95237,"Scientist, research (life sciences)",dog,fostering,True,2000-02-18
Sheila,Johnson,1979-07-15,344-069-4343,kgriffin@gmail.com,88406 Matthew Mountains Apt. 441,South Lydia,WA,93877,"Engineer, site",cat,adopting,True,2001-05-08
David,Smith,1973-01-30,245-856-1379,garzaanthony@rodriguez-murray.com,60655 Luis Cliffs Apt. 675,Lake James,OR,98389,Archivist,cat,adopting,True,2003-11-13
Margaret,Long,1982-07-25,464-803-4664,fbrady@garza-villanueva.com,83334 Palmer Throughway,North Melissahaven,CA,94330,"Presenter, broadcasting",dog,fostering,True,2002-12-31
Krystal,Ellis,1992-07-27,290-962-0072,fhawkins@smith.com,970 Alexis Coves,Saramouth,CA,94664,Trading standards officer,dog,fostering,True,2002-08-13
Peggy,Petersen,1995-12-17,051-086-1714,zachary39@maddox-thompson.com,0049 Jones Expressway Apt. 083,East Jerry,WA,97636,Land,dog,fostering,False,2001-06-15
Shannon,White,1977-11-14,029-992-0375,tfletcher@hotmail.com,24800 John Mountain Suite 403,Lake James,WA,97577,"Engineer, civil (consulting)",cat,fostering,False,2000-06-10
Brittney,Wright,1977-11-06,667-444-7094,william10@yahoo.com,548 Soto Mountain,Odomborough,WA,90463,Air traffic controller,cat,adopting,False,2002-11-20
Sean,Aguilar,1990-09-19,560-895-7861,pacemelissa@simmons-juarez.com,3020 Felicia Mountains Apt. 440,Smithside,OR,93032,Insurance risk surveyor,dog,adopting,False,2000-07-15
Courtney,Mendez,1978-04-27,861-044-5181,welchmichael@lawson.net,13652 Katherine Drive Suite 899,New Edwardstad,CA,95774,Agricultural consultant,cat,fostering,False,2000-06-05
Tammy,Adams,1975-07-27,674-136-5506,thomas01@hotmail.com,44141 Lowe Turnpike Apt. 238,Holtfurt,CA,98721,Retail buyer,cat,adopting,False,2003-04-11
Sandra,Castro,1996-11-18,380-774-6833,chad72@hotmail.com,02637 Brown Center Suite 358,Lake Kathleenhaven,OR,99366,"Production assistant, television",cat,adopting,True,2000-10-09
Madison,Bonilla,1987-09-20,075-158-0878,tamara78@yahoo.com,05795 Stephens Point Apt. 508,Port Calvinview,OR,97080,"Therapist, speech and language",dog,fostering,False,2000-05-31
Michael,Scott,1987-09-29,541-641-8817,mwaters@rogers-wolf.org,316 Shane Fields Apt. 006,New Kathrynburgh,WA,94848,"Investment banker, corporate",cat,fostering,False,2003-12-22
Melissa,Nielsen,1972-02-05,043-185-2644,alexandersoto@larsen.biz,7580 Lisa Fort Apt. 461,North Tracyfurt,OR,95630,Private music teacher,dog,fostering,True,2001-03-16
Michael,Tucker,1977-09-18,680-710-7073,heather42@fuller-gibson.com,190 Ward Forges Suite 292,Stephenberg,OR,90260,Higher education careers adviser,dog,adopting,True,2000-04-29
Daniel,Smith,1985-06-12,929-444-5605,gbrown@sanders-pearson.com,9217 Anderson Shores Apt. 014,North Kurtstad,WA,95239,Primary school teacher,cat,fostering,True,2002-04-02
Gregory,Houston,2001-08-06,653-632-9684,morrowdonna@mcdaniel.com,8711 Rebecca Path Apt. 183,Port Jennifermouth,CA,97731,Public affairs consultant,cat,fostering,True,2000-12-09
Sue,Harrington,2000-11-05,070-022-4583,jross@holmes-adams.com,011 Clark Village Apt. 565,Port Scott,CA,92020,Claims inspector/assessor,cat,fostering,True,2000-08-18
Douglas,Harper,1996-01-07,005-965-3029,prestonkevin@martin-marquez.com,294 Jenkins Drives,North Rachael,OR,96151,Politician's assistant,dog,adopting,True,2000-02-24
Alexandra,Moore,1980-04-16,539-266-3516,burnschristopher@perez.com,40787 Sherry Knolls Apt. 694,South Raymondshire,OR,91000,"Lecturer, further education",cat,adopting,True,2001-07-18
Michael,Mendoza,1976-07-12,648-992-8084,ilevy@yahoo.com,10346 Michael Highway Suite 867,Cindybury,CA,95498,Event organiser,cat,adopting,False,2002-06-16
Sandra,Clark,1974-09-18,722-913-5430,kathryn58@hotmail.com,03343 Turner Centers,Andersonborough,OR,94755,Theatre manager,dog,adopting,True,2002-06-01
Patricia,Bishop,1985-10-16,229-583-5982,erica01@perez.com,16349 Myers Mountains Suite 408,Butlerville,WA,99261,Psychotherapist,cat,adopting,False,2002-11-08
James,Porter,1987-05-27,447-669-2069,munozaaron@gmail.com,42399 English River,Lake Jenniferfort,CA,93056,Immigration officer,dog,adopting,False,2000-03-24
Rachel,Livingston,1981-06-17,028-745-0683,qrivera@adams-meyers.com,738 David Valleys,Amandatown,OR,95625,"Therapist, art",cat,fostering,True,2002-09-02
Laura,Livingston,1997-03-31,231-682-4996,colin31@gmail.com,9423 Christine Road,Port Megan,OR,96321,"Therapist, occupational",dog,adopting,True,2003-01-23
Kenneth,Lozano,1989-01-11,694-878-9304,debbie67@harrison-howe.com,6135 Oneill Gateway Suite 781,Foxbury,WA,95536,Research scientist (maths),dog,adopting,False,2000-07-14
Justin,Wood,1984-11-03,363-700-5978,nduarte@hotmail.com,17263 Joshua Lake,East Jeanette,WA,98043,Travel agency manager,cat,fostering,True,2002-07-28
Amy,Bryant,1977-09-23,189-451-4029,michelle62@hunter.net,243 Lyons Port,South Christopher,WA,91861,"Production assistant, television",dog,adopting,False,2000-03-10
Erik,Cohen,1985-11-16,771-065-0991,chaseward@castro.org,28411 Snyder Inlet Apt. 756,Davidport,WA,96670,Manufacturing engineer,cat,adopting,False,2003-12-17
Megan,Williams,1989-12-23,720-817-1428,hartcatherine@moore.com,9291 Raymond Place Apt. 005,New Destiny,CA,99072,Warehouse manager,cat,adopting,True,2002-03-17
Charles,Harvey,1975-09-25,953-784-0934,barbarasawyer@yahoo.com,9313 Wright Burgs,Johnfort,OR,92350,Herpetologist,dog,adopting,False,2000-04-07
Andrea,Jensen,1983-08-29,692-845-4870,garnerharold@harvey-hart.org,38362 Jones Burg,Danielsport,CA,91196,Archaeologist,dog,adopting,True,2000-07-13
Sylvia,Robinson,1994-12-12,803-800-0714,marilyn31@webb-wang.info,728 Pugh Forest,New Misty,WA,93223,Air traffic controller,dog,fostering,True,2000-07-04
Nicole,Mitchell,2000-08-17,699-877-5624,wendy04@hotmail.com,1654 Anthony Mountain,East Timothyland,OR,91794,Market researcher,cat,fostering,True,2003-04-30
Christopher,Torres,1976-04-19,125-872-8299,lindamcdaniel@yahoo.com,93113 John Club,Audreyville,WA,96286,"Surveyor, land/geomatics",dog,adopting,False,2002-08-13
Frank,Barajas,1996-12-04,626-542-4870,johnallen@gmail.com,574 Mays Lodge Apt. 153,Christineville,CA,98148,Geochemist,cat,adopting,False,2001-05-10
Amy,Wolfe,1972-05-22,586-131-7784,felliott@martinez.com,3809 Karen Tunnel,Johnnyberg,CA,97502,"Horticulturist, commercial",cat,fostering,False,2001-06-13
Samantha,Robles,1981-03-16,697-647-5911,elizabeth09@yahoo.com,254 Mitchell Gateway,Sheenaberg,WA,90672,Database administrator,dog,fostering,False,2002-08-24
Deborah,Powers,1980-01-09,168-432-4020,annebaker@yahoo.com,08091 Sara Trace Apt. 098,South Markfort,WA,98119,Electronics engineer,cat,adopting,True,2001-08-29
Lindsey,Brown,1996-02-20,973-944-7462,fsanchez@smith.biz,88483 Moore Grove Suite 194,Deleonburgh,WA,96505,Patent attorney,dog,fostering,False,2002-05-06
Beverly,Wood,1983-12-25,875-185-9229,cindyjohnson@hotmail.com,9411 Roy Crossroad Apt. 226,West Jonathan,OR,93934,Customer service manager,dog,fostering,False,2000-04-29
Aaron,Morse,1995-01-14,938-360-6446,delgadorebecca@blair.net,8593 Anna Center,Flynnmouth,CA,98235,Building control surveyor,cat,adopting,False,2002-03-12
Janice,Thomas,1976-08-25,624-185-5194,lbrandt@rivas.com,5511 Stephen Meadow Suite 154,Baileyland,WA,95752,Fashion designer,cat,fostering,False,2001-04-29
Justin,Smith,1987-05-08,897-081-2595,ocarey@yahoo.com,804 Best Ford Suite 059,Derrickside,CA,90065,"Therapist, nutritional",dog,fostering,True,2003-06-18
Sean,Torres,1988-06-19,504-002-1732,acisneros@gmail.com,9699 Steven View,Port Anneside,OR,96064,Aid worker,cat,fostering,True,2002-03-03
Michael,White,1974-01-24,011-974-5104,craig35@gmail.com,03294 Dominguez Harbor,Lauraland,WA,97389,Petroleum engineer,cat,fostering,False,2002-09-05
Lauren,Arellano,2001-08-23,156-113-2306,amills@hotmail.com,689 Clay Forks Suite 879,Mariatown,WA,94338,Higher education lecturer,dog,adopting,True,2003-12-06
Cristina,Garcia,2001-01-03,353-933-1660,yphillips@hill-scott.biz,8382 Garrett Corners Apt. 531,West Brandy,CA,97147,Broadcast engineer,cat,fostering,False,2001-06-11
Gregory,Mann,1991-05-15,479-552-5959,cathyschneider@rivera.com,7437 Beth Pike Suite 996,Mullentown,CA,93573,Broadcast presenter,dog,fostering,False,2002-05-17
Amber,Bowman,2002-04-20,446-039-6531,edwardskelsey@yahoo.com,558 Timothy Forks Apt. 460,Justinburgh,OR,95102,Air traffic controller,cat,fostering,True,2001-06-11
Deborah,Harvey,1971-10-08,367-036-3597,rachel61@dudley.org,6070 Brown Tunnel Suite 159,North Aliciashire,CA,98049,Clinical cytogeneticist,dog,fostering,False,2003-03-06
Jason,Sutton,1971-06-30,891-970-9485,simsjulie@underwood-potter.net,5063 Foster Centers,North Stephanieview,CA,90164,Print production planner,cat,fostering,True,2001-04-16
Luis,Phelps,1998-10-11,423-414-9512,tamarabowman@hodges.com,1769 Francisco Ferry,Jeffreyside,WA,91777,"Engineer, technical sales",cat,adopting,True,2003-05-28
Jason,Mcgee,1986-06-07,431-742-3757,adriananderson@finley-morris.com,568 Becker Drive Apt. 384,Gallowayshire,WA,98720,Minerals surveyor,dog,adopting,True,2003-10-19
Timothy,Peterson,1974-05-20,587-950-5703,jerome10@gmail.com,825 Briggs Valley Suite 137,Jamesside,WA,95077,Air cabin crew,cat,adopting,False,2002-08-17
Kevin,Prince,1998-09-07,383-647-7101,kelseyweber@gmail.com,36043 Rice Stravenue,Collierfurt,WA,98364,"Producer, radio",cat,adopting,False,2002-12-25
Daniel,Lutz,1995-05-28,365-796-8045,barnesjoshua@bailey.org,758 Mary Oval,South Annetteside,CA,90998,Translator,cat,adopting,True,2000-12-20
Katie,Davidson,1998-03-22,108-196-4234,johnestes@thomas.com,9435 Kristin Lights Apt. 877,West Kimberlyshire,CA,90201,"Production assistant, television",dog,fostering,True,2001-09-30
Brooke,Young,1985-10-09,692-096-3882,susannguyen@yahoo.com,605 Jose Knoll Suite 858,Jenkinsland,WA,90180,Medical physicist,dog,adopting,True,2003-10-01
Angela,Jones,2003-12-31,979-836-5065,stacycampbell@gmail.com,731 Delgado Mountain Apt. 180,Kirbybury,WA,92313,Editorial assistant,cat,fostering,True,2001-08-06
Nancy,Reyes,1981-01-21,258-035-8394,richardmoore@yahoo.com,9188 Sanders Mall Apt. 591,South Wesleyshire,WA,93685,Geophysicist/field seismologist,dog,adopting,True,2003-02-26
Jesus,Petersen,1983-04-18,947-850-1748,phillip75@gmail.com,37391 Moore Mount,Jamesmouth,OR,96830,Comptroller,dog,adopting,True,2000-04-05
Karen,Holt,1985-01-15,962-964-2175,williamssydney@payne-martinez.com,86712 Alexis Springs Apt. 622,North Yolanda,OR,97791,Television floor manager,cat,adopting,True,2001-01-30
David,Soto,1981-02-15,719-099-4250,zreyes@stone.com,0224 Heather Avenue,Port Alyssa,CA,90692,Hydrographic surveyor,cat,fostering,True,2001-10-16
Elizabeth,Parsons,2001-11-23,399-889-6629,arnoldnancy@yahoo.com,9035 Theresa Route Suite 576,Port Joshua,OR,91896,Graphic designer,dog,fostering,True,2002-12-13
Scott,Cooper,1994-04-15,288-850-8324,john00@carr.biz,247 Shannon Orchard,Port Krista,WA,90011,Curator,dog,fostering,True,2003-04-09
Patrick,Cole,1990-09-05,596-032-3106,stevennunez@schwartz-ward.org,389 Angela Villages,Freemanberg,CA,92100,"Engineer, automotive",dog,fostering,True,2001-12-18
John,Williams,1997-07-22,409-993-3870,sgonzalez@hotmail.com,6819 Erin Oval,New Lawrencehaven,OR,91152,Physiological scientist,dog,adopting,True,2002-12-31
Jennifer,Hardy,1990-01-19,867-945-7466,heidisalazar@cordova.info,40894 Robinson Ford,Port Stevenshire,OR,93622,Bookseller,cat,adopting,True,2002-05-15
Christopher,Wu,1989-08-20,472-123-3850,seanmooney@gmail.com,59586 Joseph Expressway Apt. 918,Port Michael,WA,99478,Public affairs consultant,cat,adopting,False,2000-12-08
Mark,Cowan,1980-07-26,220-717-4998,kevincabrera@yahoo.com,8132 Phillips Islands,Ryanbury,CA,93436,Geochemist,cat,fostering,True,2003-04-26
Steven,Grant,2000-09-12,445-976-5257,gonzalesjennifer@lawson.com,559 Kenneth Loaf,Port Kyleport,CA,95633,Amenity horticulturist,cat,fostering,False,2001-07-29
Maurice,Alvarez,1998-05-10,351-873-5654,jdean@daugherty.com,0485 Ingram Field Suite 599,Spencerside,CA,98293,Tourist information centre manager,cat,adopting,False,2001-11-24
Pamela,Stone,1992-02-07,413-492-9393,kenneth59@yahoo.com,2340 Patricia Meadow Suite 810,Stephaniefurt,WA,92778,Brewing technologist,cat,fostering,True,2002-02-24
Tristan,Hall,1993-09-21,007-072-9439,mirandaortega@leblanc-rodriguez.com,65829 Long Lights,West Lisafurt,CA,90106,"Administrator, arts",cat,adopting,False,2002-03-12
Martin,Hart,1980-03-29,195-571-7209,joe87@yahoo.com,039 Burch Meadows,Jamesville,OR,94500,Fashion designer,dog,adopting,True,2002-07-21
Cameron,Washington,2001-12-01,500-212-5882,marybrown@barry.org,8113 Chavez Motorway Apt. 354,Port Lindsey,WA,96001,Solicitor,dog,fostering,True,2000-12-30
Amanda,Thomas,2001-07-27,156-310-2310,scottjill@hotmail.com,1261 Jackson Underpass,Kristinton,CA,94013,Veterinary surgeon,dog,adopting,True,2001-02-07
Juan,Rodriguez,1996-10-31,024-241-5575,watersjessica@fox-atkinson.com,020 Ramos Unions,Port Johnnychester,OR,94746,Financial planner,dog,adopting,False,2000-03-03
Mark,Graham,1992-05-09,756-111-1572,dchoi@murphy-alvarez.net,542 Johnson Groves,Kennethbury,OR,93192,Dramatherapist,cat,adopting,False,2001-02-04
Victoria,Graham,1994-12-30,644-329-4711,wilsonjohn@yahoo.com,472 Gray Landing Apt. 375,Jenniferhaven,CA,97529,Pension scheme manager,dog,adopting,False,2001-09-18
Robert,Warren,1998-09-13,211-003-0191,uhunt@gmail.com,325 Adams Plaza,New Sarahmouth,WA,99331,"Surveyor, rural practice",dog,fostering,False,2003-03-23
Brenda,Bass,1978-05-06,733-483-9360,waguilar@thomas.biz,0451 Kurt Shore Suite 702,North Lisa,CA,94472,Administrator,cat,adopting,False,2000-04-18
Kelsey,Kramer,2002-05-26,701-222-1041,jasongreen@young-walter.info,2599 Huynh Rest,East Benjamin,WA,92682,Research scientist (physical sciences),dog,adopting,True,2003-05-20
Robert,Sanchez,1984-03-02,997-460-7081,yramirez@farrell-green.net,074 Ralph Terrace,Heatherburgh,OR,96211,Textile designer,cat,adopting,True,2002-04-28
Danny,Contreras,2002-02-16,029-302-3294,janeross@gmail.com,370 Frank Green,Finleystad,WA,99327,Armed forces technical officer,dog,fostering,True,2001-07-28
Wesley,Morgan,1987-11-21,444-996-2713,christopherreilly@barber.com,48974 Watkins Summit,Lisaview,WA,94925,Tourism officer,cat,fostering,True,2003-02-13
Philip,Figueroa,1991-12-10,687-103-4476,wrightrhonda@russell-west.com,6288 Jessica Motorway Apt. 761,Carrieborough,CA,94963,Pharmacologist,dog,adopting,True,2001-02-04
Eric,Bush,1992-11-14,979-399-7625,kevin53@gmail.com,1897 Barry Trail,Lake Adam,CA,98959,"Production designer, theatre/television/film",cat,fostering,True,2002-07-18
Tiffany,Jackson,1972-08-08,436-332-0058,davidbrown@yahoo.com,64523 Michelle Cliff Suite 365,South Deborah,CA,96395,Speech and language therapist,cat,fostering,True,2003-08-11
Zachary,Murray,1977-06-04,290-458-7262,stevensonkimberly@gmail.com,760 Sarah Shoal Apt. 209,East Jonathan,WA,97545,Sub,cat,fostering,True,2001-03-19
Linda,Smith,2001-09-25,447-331-4821,ljackson@yahoo.com,963 Mary Spur,North David,WA,97439,Occupational psychologist,dog,adopting,False,2001-07-31
Christine,Gonzales,1993-01-15,127-546-4308,jameshill@nelson.org,9621 Tyler Shores,New Sarah,WA,97622,Early years teacher,dog,fostering,True,2002-03-01
